"","Year","Age","AgeGroup","Gender","education_level","Income","Income_categories","Urbanicity","HouseholdSize","ChildrenInHousehold","climate_threat","Q3"
"1243","2019",32,"30_49","Female","Low",1,"Poorest 20%","Urban","1_2","No",1,1
"1244","2019",56,"50_64","Male","High",5,"Richest 20%","Urban","1_2","No",1,1
"1245","2019",72,"65_94","Male","Medium",5,"Richest 20%","Rural","1_2","No",1,1
"1246","2019",58,"50_64","Male","High",5,"Richest 20%","Rural","1_2","No",0,3
"1247","2019",48,"30_49","Male","Medium",1,"Poorest 20%","Rural","3_4","Yes",1,2
"1248","2019",34,"30_49","Male","High",2,"Second 20%","Rural","1_2","No",1,1
"1249","2019",41,"30_49","Male","High",4,"Fourth 20%","Urban","1_2","No",1,1
"1250","2019",47,"30_49","Male","High",2,"Second 20%","Urban","3_4","Yes",1,1
"1251","2019",32,"30_49","Female","High",5,"Richest 20%","Rural","1_2","No",1,1
"1252","2019",81,"65_94","Female","Low",1,"Poorest 20%","Rural","1_2","No",1,1
"1253","2019",70,"65_94","Female","Medium",1,"Poorest 20%","Rural","1_2","No",1,1
"1254","2019",44,"30_49","Male","Medium",5,"Richest 20%","Rural","1_2","No",1,1
"1255","2019",64,"50_64","Male","Low",2,"Second 20%","Rural","1_2","No",0,3
"1256","2019",33,"30_49","Male","High",5,"Richest 20%","Urban","3_4","Yes",1,1
"1257","2019",75,"65_94","Female","Medium",2,"Second 20%","Rural","1_2","No",1,1
"1258","2019",62,"50_64","Female","Medium",2,"Second 20%","Rural","3_4","No",1,1
"1259","2019",40,"30_49","Male","High",5,"Richest 20%","Rural","1_2","No",0,3
"1260","2019",66,"65_94","Female","Low",1,"Poorest 20%","Rural","1_2","No",1,1
"1261","2019",54,"50_64","Male","High",3,"Third 20%","Rural","3_4","No",1,1
"1262","2019",71,"65_94","Female","Medium",4,"Fourth 20%","Urban","1_2","No",1,1
"1263","2019",61,"50_64","Male","Medium",3,"Third 20%","Rural","1_2","No",1,1
"1264","2019",54,"50_64","Male","High",2,"Second 20%","Urban","5+","Yes",1,2
"1265","2019",80,"65_94","Female","Medium",1,"Poorest 20%","Urban","1_2","No",1,1
"1266","2019",41,"30_49","Male","High",5,"Richest 20%","Urban","1_2","No",1,1
"1267","2019",27,"15_29","Male","High",4,"Fourth 20%","Urban","3_4","No",1,1
"1268","2019",48,"30_49","Female","High",3,"Third 20%","Rural","3_4","No",0,98
"1269","2019",100,NA,"Female","High",5,"Richest 20%","Urban","1_2","No",1,1
"1270","2019",49,"30_49","Male","High",5,"Richest 20%","Urban","1_2","No",1,2
"1271","2019",36,"30_49","Male","High",5,"Richest 20%","Urban","3_4","Yes",0,3
"1272","2019",47,"30_49","Female","High",5,"Richest 20%","Rural","1_2","No",1,1
"1273","2019",67,"65_94","Female","High",5,"Richest 20%","Rural","1_2","No",1,1
"1274","2019",31,"30_49","Male","High",5,"Richest 20%","Rural","1_2","No",1,2
"1275","2019",43,"30_49","Male","High",2,"Second 20%","Rural","1_2","No",1,1
"1276","2019",36,"30_49","Male","High",4,"Fourth 20%","Rural","1_2","No",1,1
"1277","2019",40,"30_49","Female","High",4,"Fourth 20%","Urban","1_2","No",1,1
"1278","2019",22,"15_29","Male","Medium",3,"Third 20%","Rural","3_4","No",1,1
"1279","2019",22,"15_29","Female","Medium",4,"Fourth 20%","Rural","3_4","No",1,1
"1280","2019",44,"30_49","Male","Medium",3,"Third 20%","Urban","3_4","Yes",0,98
"1281","2019",36,"30_49","Male","High",3,"Third 20%","Urban","3_4","Yes",1,1
"1282","2019",17,"15_29","Male","Medium",5,"Richest 20%","Rural","3_4","Yes",1,1
"1283","2019",45,"30_49","Male","High",2,"Second 20%","Urban","3_4","Yes",1,2
"1284","2019",17,"15_29","Male","Medium",3,"Third 20%","Rural","3_4","No",1,1
"1285","2019",45,"30_49","Female","Medium",1,"Poorest 20%","Urban","1_2","No",1,2
"1286","2019",16,"15_29","Female","Low",1,"Poorest 20%","Urban","3_4","Yes",1,1
"1287","2019",43,"30_49","Female","High",2,"Second 20%","Rural","3_4","Yes",1,2
"1288","2019",45,"30_49","Female","High",4,"Fourth 20%","Rural","3_4","Yes",NA,99
"1289","2019",63,"50_64","Female","High",1,"Poorest 20%","Rural","3_4","Yes",1,1
"1290","2019",69,"65_94","Male","Medium",1,"Poorest 20%","Rural","1_2","No",1,1
"1291","2019",20,"15_29","Female","Medium",4,"Fourth 20%","Rural","1_2","No",1,1
"1292","2019",17,"15_29","Male","Low",2,"Second 20%","Urban","5+","No",0,3
"1293","2019",72,"65_94","Female","Low",2,"Second 20%","Rural","3_4","No",1,1
"1294","2019",53,"50_64","Female","High",4,"Fourth 20%","Rural","3_4","No",1,1
"1295","2019",27,"15_29","Female","High",2,"Second 20%","Urban","3_4","No",1,1
"1296","2019",56,"50_64","Female","Medium",3,"Third 20%","Rural","5+","No",1,2
"1297","2019",54,"50_64","Male","Medium",5,"Richest 20%","Urban","3_4","No",1,2
"1298","2019",64,"50_64","Male","High",4,"Fourth 20%","Urban","3_4","No",0,3
"1299","2019",24,"15_29","Female","Medium",1,"Poorest 20%","Urban","3_4","No",1,2
"1300","2019",38,"30_49","Female","High",4,"Fourth 20%","Urban","1_2","No",1,2
"1301","2019",34,"30_49","Female","High",5,"Richest 20%","Rural","1_2","No",1,2
"1302","2019",75,"65_94","Male","Medium",1,"Poorest 20%","Rural","1_2","No",0,98
"1303","2019",22,"15_29","Female","High",1,"Poorest 20%","Urban","3_4","Yes",1,1
"1304","2019",62,"50_64","Female","High",5,"Richest 20%","Urban","1_2","No",1,1
"1305","2019",76,"65_94","Female","Medium",2,"Second 20%","Urban","1_2","No",1,1
"1306","2019",66,"65_94","Male","Low",1,"Poorest 20%","Rural","1_2","No",1,1
"1307","2019",30,"30_49","Female","High",5,"Richest 20%","Urban","1_2","No",1,1
"1308","2019",71,"65_94","Male","Medium",2,"Second 20%","Rural","1_2","No",1,2
"1309","2019",32,"30_49","Male","High",5,"Richest 20%","Rural","3_4","Yes",1,1
"1310","2019",40,"30_49","Female","High",2,"Second 20%","Rural","3_4","Yes",1,1
"1311","2019",55,"50_64","Male","High",4,"Fourth 20%","Rural","1_2","No",1,2
"1312","2019",26,"15_29","Female","High",1,"Poorest 20%","Urban","3_4","No",1,1
"1313","2019",58,"50_64","Male","High",5,"Richest 20%","Urban","1_2","No",1,1
"1314","2019",36,"30_49","Female","High",3,"Third 20%","Urban","3_4","Yes",1,1
"1315","2019",42,"30_49","Male","High",2,"Second 20%","Urban","3_4","Yes",1,2
"1316","2019",30,"30_49","Female","High",1,"Poorest 20%","Rural","5+","Yes",0,3
"1317","2019",69,"65_94","Male","High",3,"Third 20%","Rural","1_2","No",1,1
"1318","2019",31,"30_49","Male","High",4,"Fourth 20%","Urban","1_2","No",0,3
"1319","2019",32,"30_49","Male","Medium",2,"Second 20%","Urban","1_2","No",1,1
"1320","2019",37,"30_49","Female","Medium",1,"Poorest 20%","Urban","3_4","Yes",1,2
"1321","2019",42,"30_49","Male","Medium",1,"Poorest 20%","Urban","3_4","Yes",1,2
"1322","2019",59,"50_64","Male","High",4,"Fourth 20%","Urban","1_2","No",1,1
"1323","2019",33,"30_49","Female","Medium",2,"Second 20%","Urban","3_4","Yes",1,1
"1324","2019",58,"50_64","Female","High",2,"Second 20%","Rural","1_2","No",0,98
"1325","2019",71,"65_94","Male","Low",2,"Second 20%","Rural","1_2","No",1,1
"1326","2019",67,"65_94","Female","High",2,"Second 20%","Rural","3_4","No",1,1
"1327","2019",22,"15_29","Female","Low",1,"Poorest 20%","Urban","5+","No",1,2
"1328","2019",55,"50_64","Female","High",4,"Fourth 20%","Rural","3_4","No",1,2
"1329","2019",61,"50_64","Female",NA,2,"Second 20%","Urban","1_2","No",1,1
"1330","2019",52,"50_64","Male","Medium",1,"Poorest 20%","Rural","5+","Yes",1,1
"1331","2019",27,"15_29","Male","Medium",5,"Richest 20%","Rural","3_4","No",1,1
"1332","2019",30,"30_49","Male","Medium",3,"Third 20%","Rural","1_2","No",1,1
"1333","2019",70,"65_94","Male","Low",5,"Richest 20%","Rural","1_2","No",1,1
"1334","2019",40,"30_49","Female","High",5,"Richest 20%","Urban","1_2","No",1,2
"1335","2019",38,"30_49","Female","Medium",3,"Third 20%","Rural","1_2","No",1,1
"1336","2019",39,"30_49","Female","High",3,"Third 20%","Urban","1_2","Yes",1,1
"1337","2019",72,"65_94","Female","Low",2,"Second 20%","Urban","3_4","No",1,1
"1338","2019",25,"15_29","Female","Medium",5,"Richest 20%","Rural","3_4","No",1,1
"1339","2019",61,"50_64","Male","Medium",5,"Richest 20%","Rural","1_2","No",1,1
"1340","2019",35,"30_49","Male","High",3,"Third 20%","Rural","3_4","Yes",1,1
"1341","2019",32,"30_49","Female","High",3,"Third 20%","Rural","3_4","No",1,1
"1342","2019",32,"30_49","Male","Medium",1,"Poorest 20%","Rural","1_2","No",0,3
"1343","2019",60,"50_64","Male","Medium",2,"Second 20%","Urban","1_2","No",1,1
"1344","2019",41,"30_49","Female","High",2,"Second 20%","Urban","3_4","Yes",1,2
"1345","2019",78,"65_94","Male","High",2,"Second 20%","Rural","1_2","No",1,2
"1346","2019",24,"15_29","Male","Medium",3,"Third 20%","Urban","3_4","No",1,1
"1347","2019",50,"50_64","Female","Low",3,"Third 20%","Rural","3_4","No",1,1
"1348","2019",33,"30_49","Female","High",4,"Fourth 20%","Urban","1_2","No",1,2
"1349","2019",69,"65_94","Male","High",4,"Fourth 20%","Urban","1_2","No",1,2
"1350","2019",72,"65_94","Female","Low",3,"Third 20%","Rural","1_2","No",1,1
"1351","2019",31,"30_49","Female","Medium",5,"Richest 20%","Urban","3_4","Yes",1,1
"1352","2019",70,"65_94","Female","Medium",5,"Richest 20%","Rural","1_2","No",1,1
"1353","2019",93,"65_94","Male","High",5,"Richest 20%","Urban","1_2","No",0,3
"1354","2019",56,"50_64","Male","High",4,"Fourth 20%","Urban","1_2","No",0,98
"1355","2019",50,"50_64","Male","High",5,"Richest 20%","Urban","3_4","Yes",1,2
"1356","2019",20,"15_29","Female","Medium",1,"Poorest 20%","Urban","5+","Yes",1,1
"1357","2019",45,"30_49","Male","High",5,"Richest 20%","Urban","1_2","No",1,1
"1358","2019",76,"65_94","Male","Medium",5,"Richest 20%","Rural","1_2","No",1,2
"1359","2019",100,NA,"Male","Medium",5,"Richest 20%","Rural","1_2","No",1,2
"1360","2019",52,"50_64","Male","High",3,"Third 20%","Urban","1_2","No",1,1
"1361","2019",44,"30_49","Female","High",1,"Poorest 20%","Urban","3_4","Yes",1,1
"1362","2019",54,"50_64","Female","Medium",5,"Richest 20%","Rural","3_4","No",1,1
"1363","2019",74,"65_94","Male","Medium",3,"Third 20%","Urban","1_2","No",0,3
"1364","2019",46,"30_49","Male","Medium",2,"Second 20%","Urban","3_4","No",0,3
"1365","2019",70,"65_94","Male","Medium",3,"Third 20%","Rural","1_2","No",1,1
"1366","2019",60,"50_64","Female","High",4,"Fourth 20%","Rural","1_2","No",1,1
"1367","2019",42,"30_49","Female","High",3,"Third 20%","Rural","3_4","Yes",1,1
"1368","2019",71,"65_94","Male","Low",2,"Second 20%","Rural","1_2","No",1,1
"1369","2019",74,"65_94","Female","Medium",2,"Second 20%","Rural","1_2","No",1,1
"1370","2019",50,"50_64","Female","High",2,"Second 20%","Urban","3_4","Yes",1,2
"1371","2019",65,"65_94","Male","High",5,"Richest 20%","Rural","1_2","No",1,1
"1372","2019",78,"65_94","Male","Medium",4,"Fourth 20%","Rural","1_2","No",0,3
"1373","2019",76,"65_94","Female","Low",4,"Fourth 20%","Rural","1_2","No",1,1
"1374","2019",29,"15_29","Female","High",4,"Fourth 20%","Urban","1_2","No",1,1
"1375","2019",22,"15_29","Female","Low",2,"Second 20%","Rural","3_4","No",1,1
"1376","2019",39,"30_49","Female","Medium",2,"Second 20%","Urban","3_4","Yes",1,1
"1377","2019",57,"50_64","Male","High",5,"Richest 20%","Urban","1_2","No",1,2
"1378","2019",34,"30_49","Male","High",4,"Fourth 20%","Rural","3_4","Yes",1,2
"1379","2019",33,"30_49","Female","Medium",2,"Second 20%","Urban","1_2","No",0,3
"1380","2019",17,"15_29","Female","Medium",2,"Second 20%","Urban","3_4","No",1,2
"1381","2019",54,"50_64","Female","Medium",1,"Poorest 20%","Rural","3_4","No",1,1
"1382","2019",79,"65_94","Male","High",3,"Third 20%","Rural","1_2","No",1,2
"1383","2019",41,"30_49","Male","High",2,"Second 20%","Urban","3_4","Yes",1,1
"1384","2019",49,"30_49","Male","High",2,"Second 20%","Rural","3_4","Yes",0,98
"1385","2019",21,"15_29","Female","Medium",5,"Richest 20%","Rural","1_2","No",1,1
"1386","2019",72,"65_94","Female","High",4,"Fourth 20%","Urban","1_2","No",1,1
"1387","2019",46,"30_49","Female","High",3,"Third 20%","Urban","3_4","No",1,1
"1388","2019",44,"30_49","Female","High",5,"Richest 20%","Urban","1_2","No",1,2
"1389","2019",54,"50_64","Female","High",3,"Third 20%","Rural","3_4","No",1,1
"1390","2019",56,"50_64","Male","Medium",3,"Third 20%","Urban","1_2","No",1,1
"1391","2019",48,"30_49","Female","High",3,"Third 20%","Rural","3_4","No",0,3
"1392","2019",50,"50_64","Male","High",5,"Richest 20%","Urban","1_2","No",1,1
"1393","2019",49,"30_49","Female","Medium",4,"Fourth 20%","Rural","1_2","No",1,1
"1394","2019",60,"50_64","Female","High",5,"Richest 20%","Rural","3_4","No",1,1
"1395","2019",32,"30_49","Male","Medium",3,"Third 20%","Rural","3_4","Yes",1,1
"1396","2019",58,"50_64","Male","High",3,"Third 20%","Rural","3_4","Yes",1,2
"1397","2019",20,"15_29","Female","Medium",3,"Third 20%","Rural","3_4","Yes",1,2
"1398","2019",71,"65_94","Female","Medium",2,"Second 20%","Rural","3_4","Yes",1,1
"1399","2019",53,"50_64","Female","High",2,"Second 20%","Rural","3_4","No",1,1
"1400","2019",35,"30_49","Male","High",4,"Fourth 20%","Rural","3_4","No",1,1
"1401","2019",16,"15_29","Male","Medium",2,"Second 20%","Urban","5+","No",1,1
"1402","2019",50,"50_64","Male","High",3,"Third 20%","Rural","3_4","No",1,2
"1403","2019",60,"50_64","Male","High",4,"Fourth 20%","Urban","3_4","Yes",1,1
"1404","2019",58,"50_64","Male","Medium",5,"Richest 20%","Rural","1_2","No",1,1
"1405","2019",72,"65_94","Male","Medium",5,"Richest 20%","Rural","1_2","No",1,1
"1406","2019",78,"65_94","Male","High",4,"Fourth 20%","Urban","1_2","No",1,1
"1407","2019",42,"30_49","Male","High",4,"Fourth 20%","Rural","1_2","Yes",1,1
"1408","2019",59,"50_64","Male","High",5,"Richest 20%","Urban","1_2","No",1,1
"1409","2019",45,"30_49","Male","Low",2,"Second 20%","Rural","1_2","No",1,1
"1410","2019",55,"50_64","Female","High",2,"Second 20%","Rural","1_2","No",1,1
"1411","2019",21,"15_29","Female","Low",1,"Poorest 20%","Urban","1_2","No",1,1
"1412","2019",70,"65_94","Male","Medium",3,"Third 20%","Rural","1_2","No",1,1
"1413","2019",63,"50_64","Male","High",4,"Fourth 20%","Rural","1_2","No",0,3
"1414","2019",40,"30_49","Male","High",5,"Richest 20%","Urban","3_4","Yes",1,1
"1415","2019",48,"30_49","Male","High",1,"Poorest 20%","Urban","3_4","No",1,1
"1416","2019",69,"65_94","Female","Medium",3,"Third 20%","Rural","1_2","No",1,1
"1417","2019",58,"50_64","Female","High",1,"Poorest 20%","Urban","1_2","No",1,1
"1418","2019",33,"30_49","Female","Medium",3,"Third 20%","Urban","3_4","Yes",1,1
"1419","2019",53,"50_64","Male","Medium",3,"Third 20%","Urban","1_2","No",1,1
"1420","2019",31,"30_49","Female","Medium",4,"Fourth 20%","Rural","1_2","No",1,2
"1421","2019",41,"30_49","Female","High",2,"Second 20%","Rural","3_4","Yes",1,1
"1422","2019",73,"65_94","Male",NA,1,"Poorest 20%","Urban","1_2","No",1,1
"1423","2019",72,"65_94","Female","Medium",2,"Second 20%","Urban","1_2","No",1,1
"1424","2019",25,"15_29","Female","High",4,"Fourth 20%","Urban","1_2","No",1,1
"1425","2019",51,"50_64","Male","Medium",1,"Poorest 20%","Rural","5+","Yes",1,2
"1426","2019",37,"30_49","Female","High",5,"Richest 20%","Rural","1_2","No",1,1
"1427","2019",46,"30_49","Female","High",2,"Second 20%","Urban","3_4","Yes",1,1
"1428","2019",54,"50_64","Male","Medium",5,"Richest 20%","Rural","1_2","No",1,1
"1429","2019",60,"50_64","Female","Medium",2,"Second 20%","Urban","3_4","Yes",1,1
"1430","2019",71,"65_94","Male","High",5,"Richest 20%","Rural","1_2","No",1,1
"1431","2019",37,"30_49","Male","High",4,"Fourth 20%","Urban","1_2","Yes",1,2
"1432","2019",43,"30_49","Female","Medium",4,"Fourth 20%","Rural","1_2","Yes",1,1
"1433","2019",42,"30_49","Female","High",2,"Second 20%","Rural","3_4","Yes",1,1
"1434","2019",16,"15_29","Female","Medium",2,"Second 20%","Urban","3_4","Yes",1,1
"1435","2019",32,"30_49","Female","Medium",3,"Third 20%","Rural","1_2","No",1,1
"1436","2019",76,"65_94","Male","High",1,"Poorest 20%","Rural","1_2","No",1,1
"1437","2019",72,"65_94","Female","High",5,"Richest 20%","Rural","1_2","No",1,1
"1438","2019",19,"15_29","Male","Medium",5,"Richest 20%","Urban","1_2","No",1,1
"1439","2019",69,"65_94","Female","Medium",4,"Fourth 20%","Rural","1_2","No",0,98
"1440","2019",100,NA,"Male","Medium",1,"Poorest 20%","Urban","3_4","No",1,2
"1441","2019",69,"65_94","Female","Low",3,"Third 20%","Rural","1_2","No",1,1
"1442","2019",69,"65_94","Male","Medium",3,"Third 20%","Rural","1_2","No",1,1
"1443","2019",38,"30_49","Female","High",1,"Poorest 20%","Urban","5+","Yes",1,2
"1444","2019",47,"30_49","Female","High",4,"Fourth 20%","Rural","3_4","No",1,1
"1445","2019",57,"50_64","Female","Medium",4,"Fourth 20%","Rural","1_2","No",1,1
"1446","2019",60,"50_64","Female","Medium",2,"Second 20%","Rural","1_2","No",1,1
"1447","2019",58,"50_64","Male","Medium",2,"Second 20%","Rural","5+","Yes",1,2
"1448","2019",31,"30_49","Female","High",2,"Second 20%","Urban","3_4","No",1,1
"1449","2019",59,"50_64","Male","High",1,"Poorest 20%","Rural","3_4","No",1,2
"1450","2019",22,"15_29","Male","Medium",2,"Second 20%","Rural","3_4","No",1,1
"1451","2019",22,"15_29","Male","High",1,"Poorest 20%","Urban","5+","No",0,3
"1452","2019",19,"15_29","Male","Medium",3,"Third 20%","Rural","3_4","No",0,3
"1453","2019",75,"65_94","Male","Low",2,"Second 20%","Rural","1_2","No",1,1
"1454","2019",62,"50_64","Male","Medium",2,"Second 20%","Rural","1_2","No",0,3
"1455","2019",57,"50_64","Female","High",5,"Richest 20%","Rural","1_2","No",1,1
"1456","2019",38,"30_49","Female","High",4,"Fourth 20%","Urban","1_2","No",1,2
"1457","2019",34,"30_49","Male","Medium",5,"Richest 20%","Rural","1_2","No",0,3
"1458","2019",52,"50_64","Male","High",3,"Third 20%","Rural","1_2","No",1,1
"1459","2019",30,"30_49","Female","Medium",4,"Fourth 20%","Rural","1_2","No",1,1
"1460","2019",50,"50_64","Male","High",4,"Fourth 20%","Urban","1_2","No",1,2
"1461","2019",81,"65_94","Female","High",2,"Second 20%","Rural","1_2","No",1,1
"1462","2019",34,"30_49","Male","High",3,"Third 20%","Urban","3_4","Yes",1,1
"1463","2019",70,"65_94","Male","High",5,"Richest 20%","Rural","1_2","No",1,2
"1464","2019",34,"30_49","Male","High",4,"Fourth 20%","Urban","1_2","No",1,1
"1465","2019",30,"30_49","Female","High",5,"Richest 20%","Urban","1_2","No",1,1
"1466","2019",60,"50_64","Male","High",3,"Third 20%","Urban","3_4","No",1,2
"1467","2019",100,NA,"Female","Medium",4,"Fourth 20%","Rural","1_2","No",0,3
"1468","2019",23,"15_29","Male","High",1,"Poorest 20%","Urban","3_4","No",1,2
"1469","2019",60,"50_64","Male","Low",3,"Third 20%","Rural","3_4","No",1,1
"1470","2019",89,"65_94","Male",NA,5,"Richest 20%","Rural","1_2","No",1,1
"1471","2019",68,"65_94","Female","Medium",4,"Fourth 20%","Rural","3_4","No",1,1
"1472","2019",27,"15_29","Female","Medium",3,"Third 20%","Rural","1_2","No",1,1
"1473","2019",32,"30_49","Female","Medium",4,"Fourth 20%","Urban","1_2","No",1,1
"1474","2019",74,"65_94","Male","High",5,"Richest 20%","Urban","1_2","No",1,2
"1475","2019",38,"30_49","Male","High",1,"Poorest 20%","Urban","3_4","No",1,1
"1476","2019",34,"30_49","Male","High",5,"Richest 20%","Rural","1_2","No",1,1
"1477","2019",33,"30_49","Male","High",5,"Richest 20%","Rural","1_2","No",1,1
"1478","2019",44,"30_49","Male","High",1,"Poorest 20%","Rural","3_4","Yes",1,1
"1479","2019",60,"50_64","Male","Medium",1,"Poorest 20%","Rural","3_4","No",0,3
"1480","2019",50,"50_64","Female","High",3,"Third 20%","Rural","3_4","No",1,2
"1481","2019",73,"65_94","Female","High",5,"Richest 20%","Rural","1_2","No",1,1
"1482","2019",34,"30_49","Female","High",5,"Richest 20%","Urban","1_2","No",1,2
"1483","2019",33,"30_49","Male","High",4,"Fourth 20%","Rural","3_4","Yes",0,3
"1484","2019",44,"30_49","Female","Medium",4,"Fourth 20%","Rural","1_2","No",1,1
"1485","2019",36,"30_49","Male","High",5,"Richest 20%","Rural","5+","Yes",1,2
"1486","2019",34,"30_49","Female","Medium",2,"Second 20%","Urban","3_4","Yes",1,1
"1487","2019",43,"30_49","Female","High",2,"Second 20%","Rural","3_4","Yes",0,98
"1488","2019",55,"50_64","Male","High",1,"Poorest 20%","Urban","1_2","No",0,3
"1489","2019",31,"30_49","Female","High",5,"Richest 20%","Urban","1_2","No",1,1
"1490","2019",69,"65_94","Female","Medium",2,"Second 20%","Urban","1_2","No",1,1
"1491","2019",65,"65_94","Male","Medium",1,"Poorest 20%","Rural","1_2","No",1,2
"1492","2019",32,"30_49","Female","Medium",2,"Second 20%","Urban","3_4","No",1,2
"1493","2019",68,"65_94","Male","Low",4,"Fourth 20%","Rural","1_2","No",1,1
"1494","2019",67,"65_94","Male","High",1,"Poorest 20%","Rural","1_2","No",0,3
"1495","2019",65,"65_94","Female","High",1,"Poorest 20%","Urban","1_2","No",1,1
"1496","2019",57,"50_64","Male","Low",3,"Third 20%","Rural","3_4","No",1,1
"1497","2019",60,"50_64","Female","High",4,"Fourth 20%","Urban","1_2","No",1,2
"1498","2019",54,"50_64","Male","Medium",3,"Third 20%","Rural","3_4","No",1,1
"1499","2019",41,"30_49","Male","High",4,"Fourth 20%","Rural","1_2","No",1,1
"1500","2019",62,"50_64","Female","Medium",1,"Poorest 20%","Rural","1_2","No",1,1
"1501","2019",62,"50_64","Male","High",5,"Richest 20%","Rural","3_4","No",0,3
"1502","2019",53,"50_64","Female","High",2,"Second 20%","Urban","3_4","No",1,1
"1503","2019",51,"50_64","Male","High",2,"Second 20%","Rural","1_2","No",1,1
"1504","2019",23,"15_29","Male","High",4,"Fourth 20%","Urban","3_4","No",1,1
"1505","2019",55,"50_64","Female","High",5,"Richest 20%","Urban","1_2","No",1,1
"1506","2019",67,"65_94","Male","Medium",4,"Fourth 20%","Urban","1_2","No",1,1
"1507","2019",26,"15_29","Female","Medium",2,"Second 20%","Urban","3_4","No",1,1
"1508","2019",70,"65_94","Male","High",4,"Fourth 20%","Rural","1_2","No",1,1
"1509","2019",40,"30_49","Female","High",1,"Poorest 20%","Rural","3_4","Yes",1,1
"1510","2019",24,"15_29","Female","Medium",2,"Second 20%","Urban","3_4","No",1,1
"1511","2019",32,"30_49","Female","High",2,"Second 20%","Rural","3_4","Yes",1,1
"1512","2019",47,"30_49","Female","Medium",1,"Poorest 20%","Urban","1_2","No",1,1
"1513","2019",45,"30_49","Female","High",1,"Poorest 20%","Urban","5+","Yes",1,2
"1514","2019",23,"15_29","Male","High",5,"Richest 20%","Rural","1_2","No",1,1
"1515","2019",66,"65_94","Male","Medium",4,"Fourth 20%","Urban","1_2","No",0,3
"1516","2019",24,"15_29","Male","High",3,"Third 20%","Urban","1_2","No",1,2
"1517","2019",60,"50_64","Female","Medium",4,"Fourth 20%","Rural","1_2","No",1,1
"1518","2019",37,"30_49","Male","Medium",5,"Richest 20%","Urban","1_2","No",1,2
"1519","2019",83,"65_94","Male","High",5,"Richest 20%","Urban","1_2","No",1,2
"1520","2019",37,"30_49","Male","High",2,"Second 20%","Rural","1_2","No",1,2
"1521","2019",77,"65_94","Female","Low",2,"Second 20%","Rural","1_2","No",1,1
"1522","2019",70,"65_94","Female","Medium",3,"Third 20%","Rural","1_2","No",1,1
"1523","2019",33,"30_49","Female","High",3,"Third 20%","Urban","1_2","No",1,2
"1524","2019",47,"30_49","Female","High",4,"Fourth 20%","Urban","3_4","Yes",1,1
"1525","2019",20,"15_29","Male","Medium",4,"Fourth 20%","Urban","3_4","No",1,1
"1526","2019",68,"65_94","Male","Medium",5,"Richest 20%","Rural","1_2","No",1,1
"1527","2019",33,"30_49","Female","Medium",5,"Richest 20%","Rural","1_2","No",1,1
"1528","2019",83,"65_94","Female","Medium",1,"Poorest 20%","Rural","1_2","No",1,2
"1529","2019",20,"15_29","Female","Medium",5,"Richest 20%","Rural","1_2","Yes",1,1
"1530","2019",72,"65_94","Female","Medium",2,"Second 20%","Rural","1_2","Yes",1,1
"1531","2019",23,"15_29","Male","High",5,"Richest 20%","Urban","1_2","No",1,1
"1532","2019",52,"50_64","Female","High",3,"Third 20%","Rural","3_4","No",1,2
"1533","2019",30,"30_49","Female","Medium",1,"Poorest 20%","Rural","5+","Yes",1,2
"1534","2019",59,"50_64","Male","Medium",5,"Richest 20%","Rural","1_2","No",0,3
"1535","2019",80,"65_94","Female","Medium",1,"Poorest 20%","Rural","1_2","No",0,98
"1536","2019",71,"65_94","Male","Low",4,"Fourth 20%","Urban","1_2","No",1,2
"1537","2019",78,"65_94","Male",NA,5,"Richest 20%","Rural","1_2","No",1,1
"1538","2019",76,"65_94","Female","Medium",3,"Third 20%","Rural","1_2","No",1,1
"1539","2019",35,"30_49","Male","High",3,"Third 20%","Rural","3_4","No",1,1
"1540","2019",49,"30_49","Male","High",5,"Richest 20%","Rural","3_4","No",1,1
"1541","2019",50,"50_64","Male","Medium",5,"Richest 20%","Rural","1_2","No",1,1
"1542","2019",69,"65_94","Male","High",4,"Fourth 20%","Urban","1_2","No",1,2
"1543","2019",100,NA,"Female",NA,5,"Richest 20%","Rural","1_2","No",1,1
"1544","2019",45,"30_49","Male","Medium",2,"Second 20%","Rural","3_4","Yes",1,1
"1545","2019",42,"30_49","Female","High",4,"Fourth 20%","Rural","1_2","Yes",1,1
"1546","2019",63,"50_64","Male","Medium",5,"Richest 20%","Rural","1_2","No",1,1
"1547","2019",60,"50_64","Male","Medium",5,"Richest 20%","Urban","1_2","No",1,1
"1548","2019",50,"50_64","Male","High",4,"Fourth 20%","Rural","1_2","No",1,1
"1549","2019",35,"30_49","Male","High",5,"Richest 20%","Urban","1_2","No",0,98
"1550","2019",47,"30_49","Male","Medium",5,"Richest 20%","Urban","1_2","No",1,2
"1551","2019",71,"65_94","Male","High",3,"Third 20%","Rural","1_2","No",0,3
"1552","2019",65,"65_94","Female","Medium",4,"Fourth 20%","Rural","1_2","No",1,1
"1553","2019",63,"50_64","Female","High",2,"Second 20%","Rural","1_2","Yes",1,1
"1554","2019",71,"65_94","Female","Low",2,"Second 20%","Rural","1_2","No",1,1
"1555","2019",51,"50_64","Female","High",4,"Fourth 20%","Rural","3_4","No",1,1
"1556","2019",68,"65_94","Male","High",3,"Third 20%","Urban","1_2","No",1,1
"1557","2019",42,"30_49","Male",NA,1,"Poorest 20%",NA,"3_4","Yes",1,1
